Tweet Content,Date,User,Source,Tweet ID,Tweet URL
The scariest thing I did today was thinking about the possibility that no one in this world would truly get me and had an existential crisis. And I started the day off dissecting a cat for an anatomy class. Happy Halloween ya ghouls.,2019-11-01 02:13:58,Khouzombie,Twitter Web App,1190089566616731648,https://twitter.com/statuses/1190089566616731648
"ecology majors be like sorry I don’t actually have any work due tomorrow, I just can’t go out tonight because I’m having an existential crisis thinking about all the frogs and bees that capitalism killed",2019-11-01 02:13:48,singeddryad,Twitter for iPhone,1190089524757647361,https://twitter.com/statuses/1190089524757647361
Having a full on crisis because idk if my friend remembered to bring me a fanny pack for my costume. I’ve reached an all time Halloween high.,2019-11-01 02:13:32,lyndsanemone,Twitter for iPhone,1190089457418022912,https://twitter.com/statuses/1190089457418022912
"@realDonaldTrump Mr. President, please help NYCs mental health crisis. I am a disabled NYer (diagnosed with PTSD, depression, and anxiety). Mental health patients are routinely emotionally and psychologically abused. It happens to me almost daily. The saddest part is that we have nowhere to go...",2019-11-01 02:12:50,alphalobsternyc,Twitter for Android,1190089282263953411,https://twitter.com/statuses/1190089282263953411
i'm entering a depression crisis right now... ):,2019-11-01 02:12:50,naegigom,Twitter Web App,1190089281898995712,https://twitter.com/statuses/1190089281898995712
"@CalebTweetings I like to think you had the kids during your first marriage, and then the midlife crisis struck and your kids have subconsciously picked up on how much you regret having had them",2019-11-01 02:12:46,FMUK,Twitter for Android,1190089268011642881,https://twitter.com/statuses/1190089268011642881
I have a problem... I’m having a layout crisis,2019-11-01 02:12:16,jarrpads,Twitter for iPhone,1190089140857167874,https://twitter.com/statuses/1190089140857167874
"The climate crisis is real – and we’re seeing it at work right now.  
https://t.co/HdJpGb2dGt",2019-11-01 02:12:00,ClimateReality,Meet Edgar,1190089074838777857,https://twitter.com/statuses/1190089074838777857
"A very clear eyed view of our problems.

Welcome to the Constitutional crisis https://t.co/Lf6Rlgh88j via @PalmerReport",2019-11-01 02:12:00,danellek,Twitter for iPad,1190089073785856002,https://twitter.com/statuses/1190089073785856002
"Giant Floating Solar Farms Could Make Fuel and Help Solve the Climate Crisis, Says Study https://t.co/r0JnG3XiT5",2019-11-01 02:11:57,THEYIKESME,Facebook,1190089059043028993,https://twitter.com/statuses/1190089059043028993
@KyleTibbitts You have to actively compete to live > authenticity crisis,2019-11-01 02:11:56,Xelrias,Twitter for Android,1190089056975118336,https://twitter.com/statuses/1190089056975118336
Are they gonna explain what Wally was doing during Crisis since he's not gonn be in the crossover #TheFlash,2019-11-01 02:11:33,speedbabies,Twitter for Android,1190088960439140353,https://twitter.com/statuses/1190088960439140353
"@burns_alana Her take is that fantasy should be less magical elements to be less ""boring "" ? 

Is she having a crisis? 
Because that would explain",2019-11-01 02:11:26,morgana011992,Twitter Web App,1190088929019600896,https://twitter.com/statuses/1190088929019600896
@WhiteHouse I wouldn't say he was successful in fighting the drug crisis. I've noticed I've been drinking more since he was elected,2019-11-01 02:11:22,Josh24548880,Twitter for Android,1190088913618030592,https://twitter.com/statuses/1190088913618030592
@pikachu0z I'm going to guess that she probably has some type of identity crisis.,2019-11-01 02:11:19,Evan_Doodle,Twitter for Android,1190088899755991042,https://twitter.com/statuses/1190088899755991042
@KVanValkenburg Try not to activate the Cuban missile crisis,2019-11-01 02:11:17,ne_sports1st,Twitter for iPhone,1190088894823485440,https://twitter.com/statuses/1190088894823485440
@mmpadellan I'm from New Jersey. Absolutely ridiculous. This is not about supporting a district who voted for the president. This is about standing up for the Constitution. Stop the political bullshit folks. We have a constitutional and National crisis taking place. Wake the fuck up!,2019-11-01 02:11:15,RedArchon47,Twitter for Android,1190088883712733187,https://twitter.com/statuses/1190088883712733187
"The goal was to start sorting out viable solutions to addressing the profound crisis in our community. It was a hell of a first week preparing for this. But it's important, because legislation and state funding resources mostly do not meaningfully help rural communities.",2019-11-01 02:11:12,jokedovis,Twitter Web App,1190088872887123968,https://twitter.com/statuses/1190088872887123968
Constitutional lessons to be learned in the US-Ukraine crisis https://t.co/iwPvuRbIuq https://t.co/dU5nONx5NC,2019-11-01 02:10:51,StevenHerro,WordPress.com,1190088785469624321,https://twitter.com/statuses/1190088785469624321
My sincere thoughts on Venezuela oil crisis and US sanctions.. https://t.co/Ofu4Vw0dZd,2019-11-01 02:10:44,globaloilrisks,Twitter for Android,1190088754821844994,https://twitter.com/statuses/1190088754821844994
@ArrowFoster Disappointing. These people obviously have better things to do than showing any empathy for a friend in crisis. Very shallow.,2019-11-01 02:10:41,Vann_45,Twitter for iPad,1190088743799181313,https://twitter.com/statuses/1190088743799181313
@RepDaveJoyce Winnie escape when U can U r living with a trump supporter and climate crisis denier etc etc etc,2019-11-01 02:10:28,flacomayes,Twitter for iPhone,1190088685980700672,https://twitter.com/statuses/1190088685980700672
"Frozen in time, US Embassy a monument to Iran hostage crisis (from @AP) https://t.co/ClyUckovOh",2019-11-01 02:10:24,RamZar1,Twitter for iPhone,1190088669144571905,https://twitter.com/statuses/1190088669144571905
"@TrueNorthCentre You mean like the one they blamed on Climate Crisis? https://t.co/jt0OsrdkkA There’s not a Climate Crisis, there’s a Liberal Crisis.",2019-11-01 02:09:43,CanadaSpeaksOut,Twitter for iPhone,1190088498570657793,https://twitter.com/statuses/1190088498570657793
"BTW, 3,268 Ebola cases recorded in Central Africa with the death rate of 67%, according to the World Health Organisation (WHO), which has led the organisation to classify the outbreak as a global emergency...
Risk - International Travel... Border - Crisis:  'manufactured'!?",2019-11-01 02:09:38,interpath1,Twitter Web App,1190088478278725632,https://twitter.com/statuses/1190088478278725632
o yea what about an identity crisis i could use some of that rn tjanks a lot,2019-11-01 02:09:36,unluckybrain,Twitter for iPhone,1190088469076463616,https://twitter.com/statuses/1190088469076463616
which one luvs ? i’m in a state of crisis https://t.co/2Eo3QRmOs5,2019-11-01 02:09:22,voquedaya,Twitter for iPhone,1190088410364612615,https://twitter.com/statuses/1190088410364612615
"From running out of money to cancer and divorce, many college students are facing serious financial crises. https://t.co/5ZYOTdCi2w #investinyou (In partnership with @acorns.)",2019-11-01 02:09:03,CNBC,SocialFlow,1190088330333040641,https://twitter.com/statuses/1190088330333040641
"When I was in college there was a thing called ""the 8th week crisis."" Literally every term, some event would spark a major drama - everyone would have to weigh in for or against, people were emotional, there would be attempts to cancel classes in order to process. 1/x",2019-11-01 02:08:36,LeisaSchaim,Twitter Web App,1190088217665642496,https://twitter.com/statuses/1190088217665642496
.... crisis napud.... white green or purple,2019-11-01 02:08:35,patriciadieez,Twitter for Android,1190088214960209921,https://twitter.com/statuses/1190088214960209921
@soledadobrien You having a crisis of conscience Soledad? After shamelessly smearing AOC earlier today with your rediculous insinuations? You're FOX news style out of context quote? Nah.... you're too self unaware not to still think you're the good guy in this story.,2019-11-01 02:08:35,UncleLub,Twitter for Android,1190088213081313281,https://twitter.com/statuses/1190088213081313281
"Hong Kong plunges into first recession since global financial crisis  protests, trade war take toll on financial hub https://t.co/ywDSxu17iq https://t.co/hRF7GJgCCm",2019-11-01 02:08:25,navaindiaexport,WordPress.com,1190088171037450243,https://twitter.com/statuses/1190088171037450243
Someone becomes street homeless in London almost every two hours as rough sleeping hits record high https://t.co/xTmDk47aDY,2019-11-01 02:08:20,21cwakeupcall,Twitter Web Client,1190088149667647488,https://twitter.com/statuses/1190088149667647488
"Why do people still, in 2019, people that I know, have moral dilemmas about my smoking habit, but go to the bar with me and slam beers. Makes no damn sense. Then there's the weedman crisis. It's always such a hassle buying, I just want to go to a store, buy my stuff, and go home.",2019-11-01 02:08:20,ThaMackenzie,Twitter for Android,1190088148665143304,https://twitter.com/statuses/1190088148665143304
"""Quality is always the result of excellent work without compromise"". https://t.co/EAJ9UvKN7T
#business #leadership https://t.co/Kd0MzoFMrN",2019-11-01 02:08:19,AroundOMedia,The Social Jukebox,1190088146383507457,https://twitter.com/statuses/1190088146383507457
@Shadowz900 Thor’s having an identity crisis,2019-11-01 02:08:09,MRSk33n,Twitter for iPhone,1190088105665028096,https://twitter.com/statuses/1190088105665028096
@Bill_Cimbrelo not enough attention is given to building homes that can withstand some of the climate crisis we face today. I get annoyed that people argue over whether or not there is a climate crisis when I spend so much time worrying about my house surviving any number of catastrophes.,2019-11-01 02:08:03,msbhavens1,Twitter Web App,1190088077504462848,https://twitter.com/statuses/1190088077504462848
"""Regime cleavages emerge only in governing systems in crisis, and our democracy is indeed in crisis."" https://t.co/sTZ7g974QM",2019-11-01 02:07:58,plgoarmy6790,Twitter for Android,1190088060240875521,https://twitter.com/statuses/1190088060240875521
"@Mob1us_ I do like playing the occasional PS1 game but I feel like I have generally covered the bases with that system. All though I still have Medievil, Dino Crisis 1, Syphon Filter 1 and 2, Fear Effect 1 and 2 and to some degree Parasite Eve 2 to go through. Okay, fine I might've",2019-11-01 02:07:47,Civilwarfare101,Twitter Web App,1190088011683373062,https://twitter.com/statuses/1190088011683373062
"@JarrodGilbertNZ Maybe the coat hook encouraged him to put it up that way, because it's having an existential crisis and no longer wishes to bear the weight of anyone's belongings.",2019-11-01 02:07:45,paulaoffkilter,Twitter Web App,1190088002317340673,https://twitter.com/statuses/1190088002317340673
"so crazy that Tame Impala releases a groovy song about quarter life crises when I, too, am having a quarter life crisis, only with less groove and genius & more grease and pathetic desperation",2019-11-01 02:07:42,mandysfontenot,Twitter for iPhone,1190087992968245248,https://twitter.com/statuses/1190087992968245248
*slams fist on the table* it’s crisis o clock babey,2019-11-01 02:07:23,dumbcowhorse,Twitter for iPhone,1190087913247248385,https://twitter.com/statuses/1190087913247248385
Islamic State vows revenge against U.S. for Baghdadi killing https://t.co/3zG1VK2dIX https://t.co/8ySe80Vzh5,2019-11-01 02:07:17,ReutersUK,True Anthem,1190087886521192448,https://twitter.com/statuses/1190087886521192448
